Reef_ID,Nick_ID,LAT,LON,UNIQUE_ID,LABEL_ID,GBR_NAME,OldReefName,AREA_DESCR,Shelf_position,AIMS_sector,Reference_Area_km2,Geom_2D_Area_km2,GeomCH_2D_Area_km2,Geom_3D_Area_km2,GeomCH_3D_Area_km2
811,516,-15.5025,145.6164,15070100104,15-070,Vicki Harriott Reef,Vicki Harriott Reef (15-070),Cairns/Cooktown,2,3,12.3041098265,11.870305,4.820739,27.94161,14.367
812,513,-15.5127,145.5342,15071101104,15-071a,U/N Reef,U/N Reef (15-071a),Cairns/Cooktown,2,3,1.25302848899,1.176097,0.924932,3.84519,2.86696
813,515,-15.5057,145.5461,15071102104,15-071b,U/N Reef,U/N Reef (15-071b),Cairns/Cooktown,2,3,1.7215842143,1.234298,0.842567,4.325852,3.2726
814,515,-15.5105,145.5702,15071103104,15-071c,U/N Reef,U/N Reef (15-071c),Cairns/Cooktown,2,3,1.37734902563,1.368737,1.335476,5.133192,5.08378
815,512,-15.515,145.7791,15072100104,15-072,U/N Reef,U/N Reef (15-072),Cairns/Cooktown,3,3,0.438929527794,0.271099,0.191989,0.756003,0.48801
816,512,-15.5294,145.7811,15073100104,15-073,U/N Reef,U/N Reef (15-073),Cairns/Cooktown,3,3,0.779081883054,0.492971,0.492971,1.30673,1.30673
817,516,-15.5353,145.6409,15074100104,15-074,U/N Reef,U/N Reef (15-074),Cairns/Cooktown,2,3,0.350221322946,0.208773,0.174442,0.821425,0.7499
818,588,-16.7342,145.6878,16048100104,16-048,Haycock Reef,Haycock Reef (16-048),Cairns/Cooktown,1,4,0.864674425426,0.530818,0.530818,0.541,0.541
819,601,-16.8754,145.9361,16105100104,16-105,U/N Reef,U/N Reef (16-105),out,1,4,0.00474171113864,0.00474171113864,0.00309895239226354,0.0558464919880338,0.04363910234534
820,601,-16.8784,145.9393,16106100104,16-106,U/N Reef,U/N Reef (16-106),Cairns/Cooktown,1,4,0.0117130382958,0.0117130382958,0.00764590377009466,0.11512866631845,0.0894258901563709
821,601,-16.8816,145.9434,16107100104,16-107,U/N Reef,U/N Reef (16-107),Cairns/Cooktown,1,4,0.00199577073991,0.00199577073991,0.0013049570530268,0.0279470739454753,0.0219015980681867
822,601,-16.8902,145.9512,16108100104,16-108,U/N Reef,U/N Reef (16-108),out,1,4,0.0258987992012,0.014998,0.014998,0.140305437572413,0.108712566083742
823,641,-17.7248,146.1066,17045100104,17-045,U/N Reef,U/N Reef (17-045),Cairns/Cooktown,1,5,0.209754041286,0.203585,0.150165,0.286696,0.2183
824,641,-17.747,146.1561,17046100104,17-046,Sisters-Stephens Reef,Sisters-Stephens Reef (17-046),Cairns/Cooktown,1,5,3.40439864623,1.210914,0.707979,1.427725,0.851255
825,642,-17.7745,146.4349,17047100104,17-047,Eddy Reef,Eddy Reef (17-047),Cairns/Cooktown,2,5,11.1094720267,9.488737,2.357003,20.9045,7.1451
826,641,-17.7706,146.1238,17048100104,17-048,King Reefs,King Reefs (17-048),Cairns/Cooktown,1,5,16.4800446592,13.391695,10.848663,14.119687,11.422567
827,647,-17.8107,146.1046,17049100104,17-049,U/N Reef,U/N Reef (17-049),Cairns/Cooktown,1,5,1.09583521011,1.027645,0.563019,1.144541,0.648131
828,647,-17.8341,146.1028,17050100104,17-050,U/N Reef,U/N Reef (17-050),Cairns/Cooktown,1,5,0.429842758618,0.410178,0.149602,0.51124,0.22965
829,512,-15.5572,145.7962,15075101104,15-075a,Ribbon No 2 Reef (No 1),Ribbon No 2 Reef (No 1) (15-075a),Cairns/Cooktown,3,3,11.9708763963,9.393689,5.488132,28.920808,16.124
830,512,-15.5384,145.781,15075102104,15-075b,Ribbon No 2 Reef (No 2),Ribbon No 2 Reef (No 2) (15-075b),Cairns/Cooktown,3,3,0.106260555801,0.049313,0.029796,0.126658,0.09181
831,523,-15.5732,145.7783,15075103104,15-075c,Ribbon No 2 Reef (No 3),Ribbon No 2 Reef (No 3) (15-075c),Cairns/Cooktown,3,3,0.130066150546,0.03697,0.012451,0.109623,0.04327
832,515,-15.5611,145.5934,15076100104,15-076,U/N Reef,U/N Reef (15-076),Cairns/Cooktown,2,3,0.767015589471,0.188584,0.123079,0.543217,0.4131
833,516,-15.5584,145.6495,15077100104,15-077,U/N Reef,U/N Reef (15-077),Cairns/Cooktown,2,3,6.25663005215,4.039278,2.679548,14.010093,10.0191
834,515,-15.5563,145.5322,15078100104,15-078,Osterlund Reef,Osterlund Reef (15-078),Cairns/Cooktown,2,3,57.1530529586,54.417306,15.588454,106.5465,38.3563
835,522,-15.595,145.7678,15079100104,15-079,U/N Reef,U/N Reef (15-079),Cairns/Cooktown,2,3,1.68596126655,0.767014,0.007087,1.93926,0.01606
836,594,-16.7671,145.9987,16049100104,16-049,Green Island Reef,Green Island Reef (16-049),Cairns/Cooktown,2,4,35.4537855144,21.251593,5.331052,34.1107,10.3095
837,601,-16.8867,145.8945,16051102104,16-051b,Rocky Island Reef,Rocky Island Reef (16-051b),Cairns/Cooktown,1,4,0.105652761838,0.105652761838,0.0678996667285408,0.668886616763861,0.495645609698908
838,601,-16.8911,145.9545,16109100104,16-109,U/N Reef,U/N Reef (16-109),Cairns/Cooktown,1,4,0.00610322409921,0.00610322409921,0.00398783571603967,0.0683431947812958,0.0533357773822225
839,601,-16.894,145.956,16110100104,16-110,U/N Reef,U/N Reef (16-110),Cairns/Cooktown,1,4,0.0228809418971,0.0228809418971,0.014907494425568,0.196710227998748,0.151595026830108
840,601,-16.9364,145.934,16111100104,16-111,U/N Reef,U/N Reef (16-111),out,1,4,0.0676193527361,0.003176,0.003176,0.0405277243074098,0.0317190931000071
841,601,-16.9546,145.926,16112100104,16-112,U/N Reef,U/N Reef (16-112),Cairns/Cooktown,1,4,0.211363035417,0.128802,0.128802,0.1595,0.1595
842,601,-16.9727,145.9081,16113100104,16-113,U/N Reef,U/N Reef (16-113),Cairns/Cooktown,1,4,0.0229436186572,0.022449,0.022449,0.02615,0.02615
843,651,-17.8496,146.4836,17051100104,17-051,Beaver Reef,Beaver Reef (17-051),Cairns/Cooktown,2,5,18.8906754389,12.827123,3.807876,27.78377,12.0948
844,647,-17.8559,146.1168,17052100104,17-052,U/N Reef,U/N Reef (17-052),Cairns/Cooktown,1,5,2.18481008301,2.011703,1.381166,2.206688,1.55255
845,657,-17.9516,146.1511,17053100104,17-053,Stingaree Reefs,Stingaree Reefs (17-053),Townsville/Whitsunday,1,5,1.76814111301,1.7032,1.692036,1.79632,1.785
846,658,-17.964,146.139,17054100104,17-054,U/N Reef,U/N Reef (17-054),Townsville/Whitsunday,1,5,0.344311017264,0.114091,0.0732235332578166,0.11218,0.0871610013693596
847,658,-17.9766,146.1358,17055100104,17-055,Thorpe (Timana) Reef,Thorpe (Timana) Reef (17-055),Townsville/Whitsunday,1,5,0.711221216399,0.652345,0.11986,0.721977,0.134057
848,523,-15.6058,145.8051,15080100104,15-080,Ribbon No 1 Reef,Ribbon No 1 Reef (15-080),Cairns/Cooktown,3,3,3.48516456525,2.7455,2.409665,8.03728,6.3581
849,517,-15.6073,145.5151,15081100104,15-081,Rosser Reef,Rosser Reef (15-081),Cairns/Cooktown,2,3,9.60090021497,7.182356,6.536529,14.335294,13.039
850,518,-15.606,145.6263,15082100104,15-082,Emily Reef,Emily Reef (15-082),Cairns/Cooktown,2,3,35.3099926318,23.767015,7.978199,54.920797,22.8209
851,521,-15.63,145.5081,15083100104,15-083,Gill Patches,Gill Patches (15-083),Cairns/Cooktown,2,3,0.243881847025,0.011879,0.00775401766954986,0.012423,0.00975163111733268
852,522,-15.6476,145.7151,15084100104,15-084,Irene Reef,Irene Reef (15-084),Cairns/Cooktown,2,3,12.0172242052,8.260351,5.048454,29.5126,17.644
853,523,-15.6465,145.808,15085100104,15-085,Lena Reef,Lena Reef (15-085),Cairns/Cooktown,3,3,8.37636261617,3.82895,3.311169,11.485869,8.8765
854,601,-16.8835,145.8947,16051101104,16-051a,Rocky Island Reef,Rocky Island Reef (16-051a),Cairns/Cooktown,1,4,0.00195809566135,0.00195809566135,0.00128033111178993,0.0275242153577134,0.0215711690727729
855,601,-16.8998,145.9563,16052100104,16-052,U/N Reef,U/N Reef (16-052),Cairns/Cooktown,1,4,0.0788852084543,0.0788852084543,0.0509176059317402,0.529473568833576,0.396532341439607
856,601,-16.9084,145.9486,16053100104,16-053,U/N Reef,U/N Reef (16-053),Cairns/Cooktown,1,4,0.144601129317,0.041202,0.041202,0.04721,0.04721
857,601,-16.9249,145.9936,16054101104,16-054a,Fitzroy Island Reef (No 1),Fitzroy Island Reef (No 1) (16-054a),Cairns/Cooktown,1,4,0.163865594354,0.147108,0.081871,0.441173,0.280003
858,580,-16.6045,146.0754,16800100104,16-800,U/N Reef,U/N Reef (16-800),Cairns/Cooktown,2,4,0.376021353543,0.376021353543,0.232176418751408,1.8467913419745,1.2757576066184
859,601,-16.9944,145.8998,16801100104,16-801,U/N Reef,U/N Reef (16-801),Cairns/Cooktown,1,4,0.17314661376,0.167545,0.167545,0.18468,0.18468
860,607,-16.9984,146.205,17001101104,17-001a,Sudbury Reef (No 1),Sudbury Reef (No 1) (17-001a),Cairns/Cooktown,2,5,89.7320062227,82.888896,16.063136,155.55,49.295
861,658,-17.9694,146.0997,17056100104,17-056,U/N Reef,U/N Reef (17-056),out,1,5,1.42613744952,0.834154,0.832167,3.4933718191533,2.25780754259969
862,633,-17.5805,146.5783,17057100104,17-057,Gilbey Reef,Gilbey Reef (17-057),Cairns/Cooktown,3,5,7.71236400863,5.961508,3.78296,17.85659,12.1572
863,646,-17.6696,146.7154,17058100104,17-058,Armistice Reef,Armistice Reef (17-058),Cairns/Cooktown,3,5,1.4681537765,0.944729,0.673618,3.51526,2.686
864,638,-17.6975,146.5444,17059101104,17-059a,Potter Reef (No 1),Potter Reef (No 1) (17-059a),Cairns/Cooktown,2,5,20.6936104477,14.497789,4.073987,26.9811,10.2114
865,640,-17.7247,146.5545,17059102104,17-059b,Potter Reef (No 2),Potter Reef (No 2) (17-059b),Cairns/Cooktown,2,5,1.03731987754,0.157351,0.00341,0.218501,0.00251
866,638,-17.6941,146.5721,17059103104,17-059c,Potter Reef (No 3),Potter Reef (No 3) (17-059c),Cairns/Cooktown,2,3,1.91240640309,0.923704,0.221612,2.01636,0.7022
867,525,-15.6723,145.5087,15086100104,15-086,Cairns Reef,Cairns Reef (15-086),Cairns/Cooktown,2,4,90.0177181912,66.764092,33.339444,95.30339,49.949
868,529,-15.7188,145.8004,15087100104,15-087,Pearl Reef,Pearl Reef (15-087),Cairns/Cooktown,3,4,1.81022611448,0.904107,0.846489,2.775126,2.500146
869,529,-15.7498,145.7808,15088100104,15-088,Ruby Reef,Ruby Reef (15-088),Cairns/Cooktown,3,3,16.8317763388,10.759223,5.553339,33.0374,16.995
870,527,-15.7766,145.5818,15089100104,15-089,Endeavour Reef,Endeavour Reef (15-089),Cairns/Cooktown,2,4,20.4259602836,14.90346,8.642423,25.63425,14.529
871,529,-15.7893,145.8032,15090100104,15-090,Andersen Reef,Andersen Reef (15-090),Cairns/Cooktown,3,4,5.16395874884,2.613253,2.293884,9.017481,7.14012
872,529,-15.8114,145.7752,15091101104,15-091a,U/N Reef,U/N Reef (15-091a),Cairns/Cooktown,3,4,0.270952083869,0.047393,0.001818,0.078903,0.004218
873,531,-15.8223,145.773,15091102104,15-091b,U/N Reef,U/N Reef (15-091b),Cairns/Cooktown,3,4,0.564223742135,0.271777,0.236764,0.9785,0.86218
874,531,-15.8297,145.8194,15092100104,15-092,Rachel Carson Reef,Rachel Carson Reef (15-092),Cairns/Cooktown,3,4,6.46891999661,4.72204,3.063022,11.630356,7.6374
875,601,-16.933,145.9847,16054102104,16-054b,Fitzroy Island Reef (No 2),Fitzroy Island Reef (No 2) (16-054b),Cairns/Cooktown,1,4,0.0249029964419,0.019621,0.000902,0.043748,0.001598
876,601,-16.9346,145.9829,16054103104,16-054c,U/N Reef,U/N Reef (16-054c),Cairns/Cooktown,1,4,0.00613625752266,0.005862,0.00383037943679043,0.011076,0.00869552498773962
877,601,-16.9318,145.9862,16054104104,16-054d,U/N Reef,U/N Reef (16-054d),Cairns/Cooktown,1,4,0.000441625483975,0.000417,0.000417,0.000968,0.000968
878,601,-16.9317,145.9875,16054105104,16-054e,U/N Reef,U/N Reef (16-054e),Cairns/Cooktown,1,4,0.00295015276586,0.002953,0.00193053305465107,0.008725,0.00685151778333526
879,601,-16.9414,145.9885,16054106104,16-054f,U/N Reef,U/N Reef (16-054f),Cairns/Cooktown,1,5,0.173243242478,0.148371,0.042958,0.42286,0.14654
880,605,-16.9505,146.1951,17001102104,17-001b,Sudbury Reef (No 2),Sudbury Reef (No 2) (17-001b),Cairns/Cooktown,2,5,0.974884095001,0.094457,0.006373,0.183963,0.008923
881,605,-16.9529,146.2169,17001103104,17-001c,Sudbury Reef (No 3),Sudbury Reef (No 3) (17-001c),Cairns/Cooktown,2,5,0.139553382439,0.079432,0.01579,0.16856,0.03876
882,608,-16.9985,146.211,17001104104,17-001d,Sudbury Reef (No 4),Sudbury Reef (No 4) (17-001d),Cairns/Cooktown,2,5,0.204898878545,0.201662,0.151738,0.617933,0.4938
883,604,-17.0124,146.1287,17002101104,17-002a,Stagg Patches (North),Stagg Patches (North) (17-002a),Cairns/Cooktown,2,5,0.36175329686,0.270982,0.106078,0.822864,0.3867
884,604,-17.0205,146.1312,17002102104,17-002b,Stagg Patches (South),Stagg Patches (South) (17-002b),Cairns/Cooktown,2,5,0.20455568268,0.179633,0.01751,0.36399,0.04654
885,606,-16.999,146.4559,17003101104,17-003a,Hervey Shoals (North),Hervey Shoals (North) (17-003a),Cairns/Cooktown,3,5,9.03863306719,0.322659,0.206549,1.34556,0.6087
886,606,-17.0374,146.4614,17003102104,17-003b,Hervey Shoals (South),Hervey Shoals (South) (17-003b),Cairns/Cooktown,3,5,6.98379775649,0.730673,0.451238,2.554269,1.305
887,610,-17.0736,146.185,17004100104,17-004,Scott Reef,Scott Reef (17-004),Cairns/Cooktown,2,5,19.4194363943,16.087512,5.028323,30.601631,13.6183
888,640,-17.7385,146.502,17060100104,17-060,U/N Reef,U/N Reef (17-060),Cairns/Cooktown,2,5,2.44245347656,1.985913,0.956993,4.643038,2.83252
889,640,-17.7504,146.5084,17061100104,17-061,U/N Reef,U/N Reef (17-061),Cairns/Cooktown,2,5,5.27950709597,5.188186,2.3567,10.16485,4.94111
890,645,-17.7795,146.6506,17062100104,17-062,Noreaster Reef,Noreaster Reef (17-062),Cairns/Cooktown,3,5,44.827615583,11.677491,7.155711,34.873297,24.27603
891,643,-17.7909,146.5169,17063101104,17-063a,Farquharson Reef (No 1),Farquharson Reef (No 1) (17-063a),Cairns/Cooktown,2,5,22.9465181036,18.01474,4.421781,33.7963,10.4337
892,643,-17.7564,146.5424,17063102104,17-063b,Farquharson Reef (No 2),Farquharson Reef (No 2) (17-063b),Cairns/Cooktown,2,5,0.487638996072,0.08671,0.002361,0.142615,0.003263
893,530,-15.8728,145.5744,15093100104,15-093,Pickersgill Reef,Pickersgill Reef (15-093),Cairns/Cooktown,2,4,18.8247099174,17.247382,10.246445,30.38871,18.172
894,531,-15.8772,145.7963,15094100104,15-094,Escape Reef,Escape Reef (15-094),Cairns/Cooktown,3,4,26.9517451741,12.340826,5.741238,34.70047,17.164
895,532,-15.9052,145.6568,15095100104,15-095,Evening Reef,Evening Reef (15-095),Cairns/Cooktown,2,4,9.10613163739,7.142175,3.32858,16.10074,8.5762
896,534,-15.9499,145.8208,15096100104,15-096,Agincourt Reefs (No 4),Agincourt Reefs (No 4) (15-096),Cairns/Cooktown,3,4,12.9050940839,9.562531,4.933077,25.94066,15.187
897,602,-16.9338,146.0017,16054107104,16-054g,U/N Reef,U/N Reef (16-054g),Cairns/Cooktown,1,4,0.0463555825446,0.040136,0.0260733944357816,0.068858,0.0537347123946039
898,602,-16.923,146.0059,16055100104,16-055,Little Fitzroy Island Reef,Little Fitzroy Island Reef (16-055),Cairns/Cooktown,1,4,0.104733874992,0.095281,0.026594,0.242747,0.0748
899,613,-17.0989,146.4105,17005100104,17-005,Stevens Reef,Stevens Reef (17-005),Cairns/Cooktown,2,5,2.39442148455,2.042948,1.434684,7.331009,5.4483
900,613,-17.0943,146.3447,17006100104,17-006,Maori Reef,Maori Reef (17-006),Cairns/Cooktown,2,5,33.695323724,18.115097,4.016393,38.38988,13.8974
901,613,-17.1212,146.4213,17007100104,17-007,U/N Reef,U/N Reef (17-007),Cairns/Cooktown,2,5,0.566210561103,0.152342,0.0971842727177088,0.326198,0.248449112763122
902,618,-17.1263,146.4686,17008100104,17-008,Noggin Reef,Noggin Reef (17-008),Cairns/Cooktown,3,5,12.4341423449,7.027669,3.519945,21.866654,12.527264
903,650,-17.8329,146.5495,17064100104,17-064,Taylor Reef,Taylor Reef (17-064),Cairns/Cooktown,2,5,17.953070497,14.896312,5.608807,29.0086,12.6764
904,656,-17.8764,146.7271,17065100104,17-065,Bob Endean Reef,U/N Reef (17-065),Townsville/Whitsunday,3,5,18.6086379662,7.55141,4.442791,26.99687,16.0704
905,655,-17.8885,146.5863,17066100104,17-066,Yamacutta Reef,Yamacutta Reef (17-066),Townsville/Whitsunday,2,5,62.6007647195,34.737204,8.28663,60.36094,21.332
906,660,-17.9694,146.6004,17067100104,17-067,U/N Reef,U/N Reef (17-067),Townsville/Whitsunday,2,5,7.17660304883,4.193572,2.195672,9.62131,5.996
907,536,-15.9755,145.6651,15098100104,15-098,Morning Reef,Morning Reef (15-098),Cairns/Cooktown,2,4,14.0050095939,3.102245,1.598211,9.926279,6.2043
908,538,-15.9898,145.8322,15099101104,15-099a,Agincourt Reefs (No 3),Agincourt Reefs (No 3) (15-099a),Cairns/Cooktown,3,4,7.78365451578,5.641755,3.749038,15.455972,11.852
909,538,-16.0178,145.8509,15099102104,15-099b,Agincourt Reefs (No 2a),Agincourt Reefs (No 2a) (15-099b),Cairns/Cooktown,3,4,1.41099310999,1.070269,0.965045,4.02809,3.4848
910,540,-16.052,145.8674,15099103104,15-099c,Agincourt Reefs (No 1),Agincourt Reefs (No 1) (15-099c),Cairns/Cooktown,3,4,2.15360200637,1.739162,1.515073,5.61451,4.2086
911,538,-16.0352,145.8352,15099104104,15-099d,Agincourt Reefs (No 5),Agincourt Reefs (No 5) (15-099d),Cairns/Cooktown,3,4,2.92695862183,1.204886,0.96168,3.942151,2.9442
912,538,-16.0301,145.8584,15099105104,15-099e,Agincourt Reefs (No 2b),Agincourt Reefs (No 2b) (15-099e),Cairns/Cooktown,3,4,1.0877498802,0.725309,0.675901,2.77301,2.4567
913,512,-15.4466,145.6928,15800100104,15-800,U/N Reef,U/N Reef (15-800),Cairns/Cooktown,2,3,0.0953792482271,0.048567,0.030454,0.17801,0.1238
914,516,-15.5179,145.6556,15801100104,15-801,U/N Reef,U/N Reef (15-801),Cairns/Cooktown,2,3,0.167597481324,0.037925,0.023918,0.068634,0.0417
915,537,-16.0287,145.4573,16001100104,16-001,U/N Reef,U/N Reef (16-001),Cairns/Cooktown,1,4,1.50854457266,1.275911,1.262436,1.340955,1.32701
916,601,-16.9817,145.9019,16056100104,16-056,U/N Reef,U/N Reef (16-056),Cairns/Cooktown,1,4,0.0603706891507,0.056384,0.056384,0.06884,0.06884
917,578,-16.5184,146.0081,16057100104,16-057,Hastings Reef,Hastings Reef (16-057),Cairns/Cooktown,2,4,14.7993335805,8.967518,3.961272,23.95741,14.1319
918,614,-17.1579,146.0102,17009101104,17-009a,Tobias Spit,Tobias Spit (17-009a),Cairns/Cooktown,1,5,0.983099501306,0.594556,0.383269,1.13632,0.7084
919,656,-17.9456,146.7947,17068100104,17-068,Moss Reef,Moss Reef (17-068),Townsville/Whitsunday,3,5,6.96237770948,3.707576,3.352386,13.28547,11.636
920,664,-17.9949,146.7686,17069100104,17-069,Peter Arnold Reef,U/N Reef (17-069),Townsville/Whitsunday,2,5,8.73749297463,3.455962,2.56395,11.64698,9.1248
921,641,-17.7733,146.1569,17070100104,17-070,U/N Reef,U/N Reef (17-070),Cairns/Cooktown,1,5,0.0369113585224,0.036825,0.030419,0.047774,0.03938
922,656,-17.8941,146.8216,17071100104,17-071,U/N Reef,U/N Reef (17-071),Townsville/Whitsunday,3,5,1.14290064173,0.243142,0.205852,1.24887,0.7025
923,618,-17.1494,146.4846,17072100104,17-072,U/N Reef,U/N Reef (17-072),Cairns/Cooktown,3,5,1.59017702055,0.027367,0.027367,0.03124,0.03124
924,633,-17.5663,146.6814,17073100104,17-073,U/N Reef,U/N Reef (17-073),Cairns/Cooktown,3,5,2.75528438716,0.641143,0.478237,2.762518,1.579
925,601,-17.0016,145.898,17074100104,17-074,U/N Reef,U/N Reef (17-074),out,1,4,0.00427885670471,0.002949,0.002949,0.00331,0.00331
926,601,-17.0047,145.8995,17075100104,17-075,U/N Reef,U/N Reef (17-075),out,1,4,0.00360025516028,0.000823,0.000823,0.000874,0.000874
927,541,-16.0712,145.469,16002100104,16-002,U/N Reef,U/N Reef (16-002),Cairns/Cooktown,1,4,0.592805120411,0.504221,0.504221,0.53048,0.53048
928,541,-16.104,145.4644,16003100104,16-003,U/N Reef,U/N Reef (16-003),Cairns/Cooktown,1,4,1.02134638914,0.802784,0.802784,0.846741,0.846741
929,541,-16.1673,145.4459,16004100104,16-004,Struck Reef,Struck Reef (16-004),Cairns/Cooktown,1,4,0.283918330774,0.283918330774,0.177586661756389,1.47503582895168,1.0387181692496
930,550,-16.2444,145.4858,16005100104,16-005,Black Rock Reef,Black Rock Reef (16-005),Cairns/Cooktown,1,4,0.0265170393447,0.0265170393447,0.0172658299169273,0.221344048693104,0.170186697379658
931,580,-16.5271,146.1296,16058100104,16-058,Hope Reef,Hope Reef (16-058),Cairns/Cooktown,3,4,1.52336273259,0.504991,0.354657,1.69589,1.132
932,579,-16.5676,146.0014,16059100104,16-059,U/N Reef,U/N Reef (16-059),Cairns/Cooktown,2,4,0.35464101258,0.099459,0.043416,0.24283,0.1287
933,579,-16.5819,146.019,16060100104,16-060,Michaelmas Reef,Michaelmas Reef (16-060),Cairns/Cooktown,2,4,33.237724657,29.460813,6.690109,57.4399,23.48
934,583,-16.6089,146.164,16061100104,16-061,Fin Reef,Fin Reef (16-061),Cairns/Cooktown,3,4,0.416353581717,0.143848,0.035766,0.35251,0.0979
935,586,-16.6433,146.0229,16062101104,16-062a,Pretty Patches (No 1),Pretty Patches (No 1) (16-062a),Cairns/Cooktown,2,4,0.317808841137,0.165445,0.121143,0.539658,0.4476
936,612,-17.1848,146.2909,17010100104,17-010,Flora Reef,Flora Reef (17-010),Cairns/Cooktown,2,5,11.2970359472,9.970277,2.920391,19.90666,8.5464
937,619,-17.1971,146.3686,17011100104,17-011,Coates Reef,Coates Reef (17-011),Cairns/Cooktown,2,5,4.28828292922,3.315385,1.529651,9.527708,5.43311
938,616,-17.2095,146.077,17012100104,17-012,Normanby-Mabel Reef,Normanby-Mabel Reef (17-012),Cairns/Cooktown,1,5,0.971082676009,0.750269,0.644956,2.31082,2.0619
939,601,-17.008,145.9001,17076100104,17-076,U/N Reef,U/N Reef (17-076),Cairns/Cooktown,1,4,0.00875688288568,0.003766,0.003766,0.004479,0.004479
940,658,-18.0079,146.1519,18001100104,18-001,Richards (Bedarra) Reef,Richards (Bedarra) Reef (18-001),Townsville/Whitsunday,1,5,0.480476736991,0.078829,0.02412,0.122515,0.03784
941,658,-18.0255,146.1663,18003100104,18-003,Wheeler (Toolgbar) Island Reef,Wheeler (Toolgbar) Island Reef (18-003),Townsville/Whitsunday,1,5,0.330830618797,0.065466,0.0423493149502028,0.10493,0.0815867576391724
942,658,-18.0398,146.1763,18004100104,18-004,Coombe Reef,Coombe Reef (18-004),Townsville/Whitsunday,1,5,0.445711486672,0.018629,0.0121460470488111,0.028052,0.0219835845926797
943,658,-18.0402,146.1996,18005100104,18-005,Smith-Bowden Reef,Smith-Bowden Reef (18-005),Townsville/Whitsunday,1,5,0.775183409343,0.182628,0.115960997504911,0.300346,0.2292803419959
944,556,-16.2983,145.4997,16006100104,16-006,Snapper Reef,Snapper Reef (16-006),Cairns/Cooktown,1,4,0.982184858014,0.396901,0.375625,0.45168,0.43168
945,555,-16.3622,145.4257,16007100104,16-007,U/N Reef,U/N Reef (16-007),Cairns/Cooktown,1,4,3.01139760732,3.01139760732,1.4808913669374,9.75578687030617,5.46958427504519
946,555,-16.4029,145.4268,16008101104,16-008a,U/N Reef,U/N Reef (16-008a),Cairns/Cooktown,1,4,0.998183870768,0.998183870768,0.572684737909749,4.03288893272483,2.56149430263578
947,580,-16.6241,146.042,16062102104,16-062b,Pretty Patches (No 2),Pretty Patches (No 2) (16-062b),Cairns/Cooktown,2,4,1.42138580048,0.89868,0.540684,2.80066,2.04564
948,586,-16.6464,146.0356,16062103104,16-062c,Pretty Patches (No 3),Pretty Patches (No 3) (16-062c),Cairns/Cooktown,2,4,0.332515695153,0.150149,0.150149,0.4816,0.4816
949,592,-16.687,146.2523,16063100104,16-063,Euston Reef,Euston Reef (16-063),Cairns/Cooktown,3,4,1.79462759907,1.271278,1.235178,6.235381,5.6452
950,587,-16.6947,146.0548,16064100104,16-064,Arlington Reef,Arlington Reef (16-064),Cairns/Cooktown,2,4,127.74832093,106.893709,16.939424,167.7866,46.707
951,592,-16.7287,146.2746,16065100104,16-065,Flynn Reef,Flynn Reef (16-065),Cairns/Cooktown,3,4,4.20782509207,1.997249,1.679079,8.397143,6.263313
952,616,-17.2199,146.0775,17012102104,17-012b,Jones Patch,Jones Patch (17-012b),Cairns/Cooktown,1,5,0.0683764770948,0.0683764770948,0.0442108373359063,0.472251341338974,0.355297801287589
953,617,-17.2244,146.0913,17013100104,17-013,Round-Russell Reef,Round-Russell Reef (17-013),Cairns/Cooktown,1,5,0.963738254884,0.784882,0.626603,2.39891,2.077
954,658,-18.0509,146.2028,18006100104,18-006,Hudson (Coolah) Reef,Hudson (Coolah) Reef (18-006),Townsville/Whitsunday,1,5,0.499969217706,0.011036,0.00720479115281036,0.02294,0.0179871132329117
955,661,-18.0786,146.4506,18007100104,18-007,Kennedy Shoal,Kennedy Shoal (18-007),Townsville/Whitsunday,2,5,10.5082735612,8.189468,0.033846,10.98559,0.01532
956,658,-18.1487,146.2906,18008100104,18-008,Brook Islands Reef,Brook Islands Reef (18-008),Townsville/Whitsunday,1,5,1.47071912861,1.337408,1.168922,2.73753,2.3502
957,682,-18.1561,146.2672,18009100104,18-009,Brook Shoal,Brook Shoal (18-009),Townsville/Whitsunday,1,5,0.222580992502,0.222580992502,0.140478624829192,1.2140547789548,0.867755100464176
958,555,-16.4071,145.4199,16008102104,16-008b,U/N Reef,U/N Reef (16-008b),Cairns/Cooktown,1,4,0.20372059975,0.20372059975,0.128939817964855,1.13103431132106,0.812482725166908
959,577,-16.4484,145.4145,16009101104,16-009a,U/N Reef,U/N Reef (16-009a),Cairns/Cooktown,1,4,3.9013738318,2.675152,2.076658,2.684,2.086
960,577,-16.4245,145.419,16009102104,16-009b,U/N Reef,U/N Reef (16-009b),Cairns/Cooktown,1,4,0.540873128557,0.540873128557,0.326831686629065,2.47015466930939,1.65899256560652
961,577,-16.4733,145.4468,16010100104,16-010,Morey Reef,Morey Reef (16-010),Cairns/Cooktown,1,4,2.55697002123,1.813583,1.502223,1.825084,1.513384
962,534,-16.0067,145.7638,16011100104,16-011,U/N Reef,U/N Reef (16-011),Cairns/Cooktown,2,4,0.10238139306,0.089489,0.069759,0.28656,0.2459
963,536,-16.0091,145.6198,16012101104,16-012a,Spitfire Reefs (West),Spitfire Reefs (West) (16-012a),Cairns/Cooktown,2,4,1.38589584546,0.974873,0.034503,1.83335,0.1136
